time,foot1,foot2,hand1,hand2,pos1,pos2,result,score,bout
8:08:08,,,,,,,,,
8:08:09,,ff,,,,,,,
8:08:10,,bs,,,,,,,
8:08:11,,,,,,,,,
8:08:12,,,,,,,,,
8:08:13,,,,,,,,,
8:08:14,af,,,,,,,,
8:08:15,bs,,,,,,,,
8:08:16,,,,,,,,,
8:08:17,,,,,,,,,
8:08:18,,,,,,,,,
8:08:19,,,,,,,,,
8:08:20,,,,,,,,,
8:08:21,,,,,,,,,
8:08:22,,,,,,,,,
8:08:23,,,,,,,,,
8:08:24,,,,,,,,,
8:08:25,,,,,,,,,
8:08:26,,bf,,,,,,,
8:08:27,,,,,,,,,
8:08:28,,,,,,,,,
8:08:29,,,,,,,,,
8:09:00,,,,,,,,,
8:09:01,,,,,,,,,
8:09:02,,,,,,,,,
8:09:03,bf,,,,,,,,
,,,,,,,r,2,
,,,,,,,,,35
8:22:18,fs,fs,,,,,,,
8:22:19,,,,,,,,,
8:22:20,,,,,,,,,
8:22:21,,,,,,,,,
8:22:22,,,,,,,,,
8:22:23,,,,,,,,,
8:22:24,,,,,,,,,
8:22:25,,,,,,,,,
8:22:26,,,,,,,,,
8:22:27,,,,,,,,,
8:22:28,ff,ff,,,,,,,
8:22:29,fs,fs,,,,,,,
8:23:00,,,,,,,,,
8:23:01,,,,,,,,,
8:23:02,,,,,,,,,
8:23:03,,,,,,,,,
8:23:04,,,,,,,,,
8:23:05,,,,,,,,,
8:23:06,,,,,,,,,
8:23:07,ff,ff,,,,,,,
8:23:08,as,bs,,,,,,,
8:23:09,,,,,,,,,
8:23:10,,,,,,,,,
8:23:11,,,,,,,,,
8:23:12,,,,,,,,,
8:23:13,,,,,,,,,
8:23:14,,,,,,,,,
8:23:15,,,,,,,,,
8:23:16,,,,,,,,,
8:23:17,,,,,,,,,
8:23:18,af,,,,,,,,
8:23:19,,,,,,,,,
8:23:20,,,,,,,,,
8:23:21,,,,,,,,,
8:23:22,,bf,,,,,,,
,,,,,,,a,1,
,,,,,,,,,36
8:36:12,fs,fs,,,,,,,
8:36:13,,,,,,,,,
8:36:14,,,,,,,,,
8:36:15,,,,,,,,,
8:36:16,,,,,,,,,
8:36:17,,,,,,,,,
8:36:18,,,,,,,,,
8:36:19,,,,,,,,,
8:36:20,,ff,,,,,,,
8:36:21,ff,fs,,,,,,,
8:36:22,fs,,,,,,,,
8:36:23,,,,,,,,,
8:36:24,,,,,,,,,
8:36:25,,,,,,,,,
8:36:26,,,,,,,,,
8:36:27,,,,,,,,,
8:36:28,,,,,,,,,
8:36:29,ff,ff,,,,,,,
8:37:00,as,as,,,,,,,
8:37:01,,,,,,,,,
8:37:02,,,,,,,,,
8:37:03,,,,,,,,,
8:37:04,,,,,,,,,
8:37:05,,,,,,,,,
8:37:06,,,,,,,,,
8:37:07,,,,,,,,,
8:37:08,,,,,,,,,
8:37:09,af,,,,,,,,
8:37:10,,,,,,,,,
8:37:11,,af,,,,,,,
,,,,,,,a,1,
,,,,,,,,,37
8:52:23,fs,fs,,,,,,,
8:52:24,,,,,,,,,
8:52:25,,,,,,,,,
8:52:26,,,,,,,,,
8:52:27,,,,,,,,,
8:52:28,,,,,,,,,
8:52:29,,,,,,,,,
8:53:00,,,,,,,,,
8:53:01,,,,,,,,,
8:53:02,,,,,,,,,
8:53:03,,,,,,,,,
8:53:04,ff,ff,,,,,,,
8:53:05,fs,fs,,,,,,,
8:53:06,,,,,,,,,
8:53:07,,,,,,,,,
8:53:08,,,,,,,,,
8:53:09,,,,,,,,,
8:53:10,,,,,,,,,
8:53:11,,,,,,,,,
8:53:12,,ff,,,,,,,
8:53:13,,bs,,,,,,,
8:53:14,,,,,,,,,
8:53:15,,bf,,,,,,,
8:53:16,ff,fs,,,,,,,
8:53:17,bs,,,,,,,,
8:53:18,,,,,,,,,
8:53:19,,,,,,,,,
8:53:20,,,,,,,,,
8:53:21,,,,,,,,,
8:53:22,,ff,,,,,,,
8:53:23,bf,fs,,,,,,,
8:53:24,fs,,,,,,,,
8:53:25,,,,,,,,,
8:53:26,,,,,,,,,
8:53:27,,,,,,,,,
8:53:28,,ff,,,,,,,
8:53:29,,bs,,,,,,,
8:54:00,,,,,,,,,
8:54:01,,,,,,,,,
8:54:02,,,as,,,,,,
8:54:03,,,,,,,,,
8:54:04,,,,,,,,,
8:54:05,,,,,,,,,
8:54:06,,,,,,,,,
8:54:07,ff,,,,,,,,
8:54:08,as,,,,,,,,
8:54:09,,,,,,,,,
8:54:10,,bf,,,,,,,
8:54:11,,bs,,,,,,,
8:54:12,,,h,,5,,,,
8:54:13,,,,,,,,,
8:54:14,,,,,,,,,
8:54:15,,,,,,,,,
8:54:16,,,,,,,,,
8:54:17,,,,,,,,,
8:54:18,,,,,,,,,
8:54:19,af,,,,,,,,
8:54:20,,,,,,,,,
8:54:21,,,,,,,,,
8:54:22,,,,,,,,,
8:54:23,,,,,,,,,
8:54:24,,,,,,,,,
8:54:25,,,,,,,,,
8:54:26,,bf,,,,,,,
,,,,,,,a,1,
